Report_Date,Location,Vegetation_Details,Land_Size(Acres),Season,Species,Stage,Soil_Type,Distribution,GPS_Coordinates
2023-06-06,Kangundo District,Pasture and Grasslands,299.3891160650838,Dry/Cold Season(July-August),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('-16.779062'), Decimal('-60.356963'))"
2023-10-01,Trans Nzoia West District,Vegetable Crops,81.95370526024743,Short Rains/Wet Season(April-June),Spur Throated Locusts,Adults,Laterite Soil,Paddock Only,"(Decimal('32.659351'), Decimal('124.660511'))"
2022-02-17,Nzaui District,Unknown,501.0698264083436,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('55.420537'), Decimal('10.854611'))"
2020-04-04,Teso South District,Vegetable Crops,300.89198531818744,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Adults,Peat Soil,Unknown,"(Decimal('-6.1933455'), Decimal('77.831219'))"
2022-02-24,Gatanga District,Staple Crops,172.9121181769808,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Peat Soil,Entire Field,"(Decimal('-75.3001805'), Decimal('-57.423770'))"
2024-03-14,South Gucha District,Unknown,539.3356262434307,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Adults,Clay Soil,Entire Area,"(Decimal('63.8345485'), Decimal('-99.336214'))"
2023-10-30,Mombasa District,Unknown,965.645912251843,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Adults,Unknown,Entire Field,"(Decimal('-15.1912815'), Decimal('31.962105'))"
2023-09-28,Kigumo District,Fruit Orchards,986.9546248108026,Wet Season/Short Rains(November-December),Tree locust (Anacridium sp.),Adults,Loose Sandy Soil,Entire Area,"(Decimal('13.9893145'), Decimal('-170.295614'))"
2020-10-28,Wajir West District,Fruit Orchards,439.1344147491275,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Loose Sandy Soil,Entire Area,"(Decimal('-28.2146985'), Decimal('-54.750097'))"
2021-11-28,Bungoma East District,Fruit Orchards,823.2442050136927,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('-31.5409685'), Decimal('-100.237302'))"
2020-09-29,Wajir South District,Pasture and Grasslands,640.4082675883354,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Unknown,Entire Field,"(Decimal('25.130882'), Decimal('-47.260884'))"
2024-03-03,Bungoma Central District,Unknown,468.15157476489634,Dry/Cold Season(July-August),Spur Throated Locusts,Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('36.377008'), Decimal('-38.633292'))"
2024-02-01,Teso South District,Unknown,903.8993697246536,Wet Season/Short Rains(November-December),Grasshoppers,Fledglings(Young Adults),Alluvial Soil,Entire Field,"(Decimal('-15.8271495'), Decimal('-90.275228'))"
2021-03-16,Mukurweini District,Fruit Orchards,981.3813105036878,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Unknown,Loam Soil,Unknown,"(Decimal('-39.787196'), Decimal('-29.268764'))"
2023-09-30,Nyakach District,Staple Crops,304.8360037095773,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Unknown,Peat Soil,Entire Field,"(Decimal('-37.8514825'), Decimal('-15.504901'))"
2023-07-19,Kuria West District,Vegetable Crops,579.7332898738484,Wet Season/Short Rains(November-December),Tree locust (Anacridium sp.),Adults,Unknown,Unknown,"(Decimal('-78.3970265'), Decimal('4.276792'))"
2021-08-03,Butere District,Vegetable Crops,897.8327182636866,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Unknown,Peat Soil,Paddock Only,"(Decimal('28.250827'), Decimal('-67.143169'))"
2021-12-11,Yatta District,Fruit Orchards,833.5197182332262,Dry/Warm Season(September-October),Spur Throated Locusts,Adults,Peat Soil,Entire Field,"(Decimal('-58.189808'), Decimal('110.249889'))"
2021-11-27,Ijara District,Staple Crops,765.9316435930205,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Adults,Clay Soil,Entire Area,"(Decimal('57.668075'), Decimal('150.575405'))"
2021-09-18,Bungoma East District,Pasture and Grasslands,268.5447043255058,Short Rains/Wet Season(April-June),Unknown,Fledglings(Young Adults),Loose Sandy Soil,Entire Area,"(Decimal('-55.573358'), Decimal('-175.236412'))"
2024-06-07,Kitui West District,Staple Crops,456.74285891039676,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Adults,Alluvial Soil,Entire Area,"(Decimal('-64.785774'), Decimal('64.515240'))"
2024-02-02,Kanyanya District,Vegetable Crops,528.5849186309846,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Adults,Unknown,Entire Area,"(Decimal('75.4982545'), Decimal('98.886662'))"
2024-04-24,Narok North District,Fruit Orchards,94.11661168967963,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Unknown,Peat Soil,Paddock Only,"(Decimal('7.9921885'), Decimal('-160.322442'))"
2020-11-06,Nakuru North District,Unknown,521.6347783440955,Dry/Cold Season(July-August),Unknown,Hoppers/Nymph(Breeding Ground),Peat Soil,Unknown,"(Decimal('-16.126926'), Decimal('12.179846'))"
2024-03-04,Kirinyaga South District,Fruit Orchards,264.87178093415974,Dry/Warm Season(September-October),Spur Throated Locusts,Fledglings(Young Adults),Loam Soil,Unknown,"(Decimal('-23.040623'), Decimal('-85.256585'))"
2022-12-05,Bungoma Central District,Vegetable Crops,494.4553303952111,Dry/Warm Season(September-October),Grasshoppers,Adults,Loose Sandy Soil,Entire Area,"(Decimal('-39.6585485'), Decimal('149.726358'))"
2021-10-24,Butere District,Staple Crops,672.3360242561984,Dry/Warm Season(September-October),Spur Throated Locusts,Unknown,Peat Soil,Entire Field,"(Decimal('-15.0546215'), Decimal('78.770973'))"
2022-11-28,Wareng District,Fruit Orchards,773.6059003406485,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Peat Soil,Entire Field,"(Decimal('63.037861'), Decimal('162.126557'))"
2022-01-25,Mirangini District,Vegetable Crops,693.492435082426,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Unknown,Loam Soil,Entire Area,"(Decimal('-3.2229195'), Decimal('-68.999954'))"
2020-10-01,Mbooni East District,Fruit Orchards,469.71193776412724,Wet Season/Short Rains(November-December),Red locust (Nomadacris septemfasciata),Adults,Laterite Soil,Unknown,"(Decimal('-29.884861'), Decimal('111.897188'))"
2022-04-16,Kipipiri District,Staple Crops,797.453658685516,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Laterite Soil,Unknown,"(Decimal('52.4988145'), Decimal('136.558399'))"
2023-02-09,Kilindini District,Vegetable Crops,470.1382952603743,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Unknown,Entire Area,"(Decimal('-7.4232215'), Decimal('-56.413500'))"
2024-04-18,Ndhiwa District,Unknown,508.18893096664385,Wet Season/Short Rains(November-December),Unknown,Adults,Unknown,Entire Area,"(Decimal('-50.1960465'), Decimal('123.236741'))"
2022-04-30,Tana River District,Fruit Orchards,881.7721910547759,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Adults,Loam Soil,Entire Area,"(Decimal('9.8588345'), Decimal('102.414980'))"
2021-05-19,Narok North District,Vegetable Crops,488.62499165916927,Dry/Hot Season(January-March),Grasshoppers,Adults,Unknown,Paddock Only,"(Decimal('22.767462'), Decimal('88.331768'))"
2021-06-07,Pokot Central District,Pasture and Grasslands,713.5569926110965,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Clay Soil,Unknown,"(Decimal('85.056901'), Decimal('-64.439076'))"
2024-02-07,Nyeri South District,Staple Crops,860.6968847081488,Short Rains/Wet Season(April-June),Unknown,Eggs(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('-23.657352'), Decimal('17.257322'))"
2020-05-20,Kieni West District,Pasture and Grasslands,558.9988746889599,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Entire Field,"(Decimal('-28.7984415'), Decimal('-64.756263'))"
2024-01-10,Wajir East District,Pasture and Grasslands,263.17319565585984,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Loose Sandy Soil,Entire Field,"(Decimal('-20.1072975'), Decimal('95.763787'))"
2021-10-26,North Masaba District,Unknown,319.93146883950703,Dry/Cold Season(July-August),Spur Throated Locusts,Unknown,Alluvial Soil,Entire Area,"(Decimal('48.334935'), Decimal('32.489223'))"
2022-08-08,Hamisi District,Unknown,662.9630479408027,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Peat Soil,Entire Field,"(Decimal('21.578591'), Decimal('-148.194035'))"
2024-04-16,Kisii South District,Unknown,691.0969517296816,Wet Season/Short Rains(November-December),Grasshoppers,Unknown,Laterite Soil,Unknown,"(Decimal('-40.9178575'), Decimal('-44.369203'))"
2021-02-02,Nandi Central District,Unknown,163.20536795058075,Dry/Warm Season(September-October),Unknown,Eggs(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('-62.871643'), Decimal('-98.028310'))"
2021-08-10,Tharaka North District,Unknown,531.8460591756967,Short Rains/Wet Season(April-June),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Unknown,Unknown,"(Decimal('84.511259'), Decimal('61.911429'))"
2020-03-21,Bungoma North District,Vegetable Crops,371.20865196546134,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Unknown,Peat Soil,Entire Area,"(Decimal('-62.8588615'), Decimal('112.754951'))"
2023-09-12,Kieni East District,Fruit Orchards,186.10116236966815,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Unknown,Paddock Only,"(Decimal('16.7310795'), Decimal('-45.798908'))"
2020-07-06,Kajiado North District,Unknown,555.4905066798979,Dry/Hot Season(January-March),Unknown,Hoppers/Nymph(Breeding Ground),Loam Soil,Unknown,"(Decimal('15.835910'), Decimal('162.435795'))"
2023-12-26,Lamu District,Unknown,484.0152483087568,Dry/Cold Season(July-August),Unknown,Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('54.5313845'), Decimal('70.225941'))"
2022-09-15,Nairobi West District,Vegetable Crops,11.561424275792701,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Laterite Soil,Paddock Only,"(Decimal('-67.9460055'), Decimal('-22.718160'))"
2022-02-23,Nyahururu District,Unknown,99.98437956810707,Wet Season/Short Rains(November-December),Unknown,Eggs(Breeding Ground),Peat Soil,Entire Field,"(Decimal('75.0548255'), Decimal('-70.168022'))"
2024-02-07,North Masaba District,Unknown,460.43026344930234,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Loam Soil,Entire Field,"(Decimal('17.351243'), Decimal('-51.909367'))"
2021-08-28,Nairobi West District,Vegetable Crops,186.56342380700755,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Laterite Soil,Entire Field,"(Decimal('-32.984464'), Decimal('-33.059297'))"
2022-11-05,Igembe North District,Fruit Orchards,445.14928536981785,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('-45.8466645'), Decimal('46.143060'))"
2020-02-16,Buret District,Pasture and Grasslands,579.3645081320124,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Adults,Clay Soil,Entire Area,"(Decimal('-38.1000335'), Decimal('38.207798'))"
2020-03-11,Laikipia East District,Staple Crops,855.9840226142019,Dry/Warm Season(September-October),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Area,"(Decimal('10.6429995'), Decimal('-178.423129'))"
2023-01-24,Nyamira North District,Pasture and Grasslands,307.65546415900957,Dry/Hot Season(January-March),Grasshoppers,Adults,Loose Sandy Soil,Entire Field,"(Decimal('78.2925555'), Decimal('66.374999'))"
2022-11-16,Nyandarua North District,Pasture and Grasslands,86.40237242592184,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Unknown,Clay Soil,Entire Field,"(Decimal('-34.589282'), Decimal('147.743865'))"
2022-04-20,Mogotio District,Fruit Orchards,131.91510027332987,Dry/Cold Season(July-August),Grasshoppers,Eggs(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('-83.380447'), Decimal('66.278852'))"
2023-01-21,Kakamega East District,Vegetable Crops,649.2246727600508,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('9.134363'), Decimal('-51.285925'))"
2024-05-23,Moyale District,Vegetable Crops,555.4326493265122,Wet Season/Long Rains(April-June),Grasshoppers,Eggs(Breeding Ground),Clay Soil,Unknown,"(Decimal('24.903649'), Decimal('-2.479561'))"
2021-07-01,North Pokot District,Staple Crops,213.2201327420436,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('-35.298810'), Decimal('141.336997'))"
2023-07-17,Kiambu East District,Pasture and Grasslands,86.43708230646284,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Adults,Peat Soil,Entire Field,"(Decimal('43.3220905'), Decimal('79.664526'))"
2020-06-10,Wajir East District,Unknown,991.1925186535618,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Adults,Clay Soil,Entire Area,"(Decimal('-11.045061'), Decimal('-96.409157'))"
2020-06-04,Lari District,Staple Crops,529.7772525959618,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Adults,Laterite Soil,Unknown,"(Decimal('-7.391751'), Decimal('-118.990698'))"
2023-11-13,Laikipia West District,Pasture and Grasslands,500.96783217634203,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Unknown,Laterite Soil,Unknown,"(Decimal('-14.958800'), Decimal('-79.418348'))"
2021-03-03,Butere District,Vegetable Crops,990.266291519195,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Adults,Unknown,Entire Area,"(Decimal('71.5842585'), Decimal('-121.786607'))"
2020-05-27,Nandi East District,Staple Crops,733.1231067886995,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Laterite Soil,Entire Field,"(Decimal('-29.4566585'), Decimal('-64.984490'))"
2022-07-03,Turkana Central District,Staple Crops,525.7212593458659,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Peat Soil,Entire Field,"(Decimal('-49.1810085'), Decimal('-24.294556'))"
2023-10-19,Westlands District,Fruit Orchards,262.5912842577113,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Adults,Peat Soil,Entire Field,"(Decimal('-35.7709645'), Decimal('124.956117'))"
2022-09-01,Muranga East District,Vegetable Crops,238.92452177165265,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('-11.604383'), Decimal('-144.268427'))"
2021-12-25,Samburu East District,Vegetable Crops,164.02637596965076,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Unknown,Clay Soil,Paddock Only,"(Decimal('-8.403178'), Decimal('-118.308432'))"
2023-03-05,Masinga District,Unknown,547.6794383829199,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('-34.6136935'), Decimal('148.556909'))"
2021-05-16,Pokot Central District,Staple Crops,471.90962063305875,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Adults,Laterite Soil,Entire Area,"(Decimal('-57.2641915'), Decimal('141.628210'))"
2020-11-18,Kangundo District,Vegetable Crops,936.3257220650737,Wet Season/Short Rains(November-December),Spur Throated Locusts,Fledglings(Young Adults),Clay Soil,Unknown,"(Decimal('-84.521382'), Decimal('158.714474'))"
2021-06-22,Marsabit North District,Staple Crops,107.60973599921464,Wet Season/Short Rains(November-December),Grasshoppers,Fledglings(Young Adults),Unknown,Entire Field,"(Decimal('14.305480'), Decimal('-142.597360'))"
2023-11-01,Muranga South District,Fruit Orchards,487.5675263393611,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Adults,Loam Soil,Unknown,"(Decimal('23.854112'), Decimal('-23.032312'))"
2020-06-11,Loitoktok District,Pasture and Grasslands,53.07069414914906,Dry/Cold Season(July-August),Grasshoppers,Hoppers/Nymph(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('35.377437'), Decimal('115.137017'))"
2021-03-03,Nakuru District,Vegetable Crops,975.0785913890643,Dry/Hot Season(January-March),Spur Throated Locusts,Fledglings(Young Adults),Loose Sandy Soil,Unknown,"(Decimal('5.2616455'), Decimal('-76.361427'))"
2021-10-28,Imenti South District,Pasture and Grasslands,884.9827494871937,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Peat Soil,Paddock Only,"(Decimal('56.984975'), Decimal('-61.636330'))"
2021-07-06,Lamu District,Staple Crops,959.466697634287,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Unknown,Unknown,Entire Area,"(Decimal('9.0288275'), Decimal('65.736859'))"
2020-02-11,Kisii Central District,Fruit Orchards,44.302690232374246,Wet Season/Short Rains(November-December),Unknown,Hoppers/Nymph(Breeding Ground),Unknown,Entire Field,"(Decimal('-80.500574'), Decimal('-49.222551'))"
2021-10-16,Mbooni East District,Unknown,423.79881880302094,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('6.5948905'), Decimal('63.743171'))"
2022-02-02,Nyando District,Pasture and Grasslands,643.7960063648151,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Loam Soil,Unknown,"(Decimal('32.4634435'), Decimal('-46.382463'))"
2021-01-02,Gatanga District,Fruit Orchards,773.6529245471963,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Unknown,Laterite Soil,Unknown,"(Decimal('1.989727'), Decimal('-87.278755'))"
2021-03-10,Kanyanya District,Staple Crops,983.2275302121728,Short Rains/Wet Season(April-June),Grasshoppers,Eggs(Breeding Ground),Unknown,Paddock Only,"(Decimal('35.2536795'), Decimal('98.763318'))"
2020-05-20,Siaya District,Pasture and Grasslands,996.5069969727361,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('-28.603847'), Decimal('79.053682'))"
2023-02-10,Taita District,Pasture and Grasslands,452.4635416549605,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Fledglings(Young Adults),Clay Soil,Paddock Only,"(Decimal('43.9033455'), Decimal('93.802679'))"
2021-11-09,Westlands District,Pasture and Grasslands,162.34828310104535,Dry/Warm Season(September-October),Grasshoppers,Unknown,Clay Soil,Entire Field,"(Decimal('-20.5595315'), Decimal('-111.712015'))"
2022-01-23,Machakos District,Pasture and Grasslands,275.4403972733567,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Unknown,Entire Field,"(Decimal('-18.3705005'), Decimal('178.292101'))"
2020-07-08,Nyakach District,Pasture and Grasslands,362.22494665771853,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('-22.319183'), Decimal('-92.255643'))"
2021-04-07,Trans Mara District,Staple Crops,840.3552603983396,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Clay Soil,Unknown,"(Decimal('-89.5797415'), Decimal('-143.699959'))"
2023-09-21,Turkana East District,Pasture and Grasslands,480.6096780616171,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Unknown,Alluvial Soil,Paddock Only,"(Decimal('-83.768477'), Decimal('-125.660534'))"
2024-01-21,Vihiga District,Staple Crops,53.07769638694298,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Unknown,Loose Sandy Soil,Paddock Only,"(Decimal('44.799044'), Decimal('21.116948'))"
2021-06-19,Garissa District,Pasture and Grasslands,867.28456411206,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Unknown,Laterite Soil,Entire Field,"(Decimal('45.1486625'), Decimal('123.956709'))"
2022-12-12,Loitoktok District,Fruit Orchards,667.6498360963203,Short Rains/Wet Season(April-June),Unknown,Unknown,Clay Soil,Paddock Only,"(Decimal('-37.424166'), Decimal('16.466621'))"
2024-06-06,Marani District,Vegetable Crops,319.38608469802136,Dry/Cold Season(July-August),Unknown,Unknown,Loam Soil,Paddock Only,"(Decimal('-37.132403'), Decimal('-165.625371'))"
2022-12-26,Eldoret West District,Pasture and Grasslands,465.4450930600345,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Loam Soil,Entire Field,"(Decimal('85.3068445'), Decimal('114.214141'))"
2021-11-07,Nyeri East District,Fruit Orchards,766.4282106148783,Dry/Warm Season(September-October),Grasshoppers,Adults,Loam Soil,Unknown,"(Decimal('-41.4988465'), Decimal('-163.931553'))"
2020-02-18,Nairobi West District,Pasture and Grasslands,54.94371020184857,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Peat Soil,Unknown,"(Decimal('-64.6675205'), Decimal('-166.991381'))"
2020-06-07,Kiambu West District,Staple Crops,862.6168691548781,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Unknown,Clay Soil,Unknown,"(Decimal('-47.0859255'), Decimal('20.951422'))"
2024-05-26,Mutitu District,Unknown,792.8263979236068,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Loam Soil,Entire Area,"(Decimal('-50.522400'), Decimal('130.633880'))"
2022-07-23,Nyandarua South District,Vegetable Crops,277.3992427415621,Wet Season/Short Rains(November-December),Unknown,Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('-45.587905'), Decimal('-99.395871'))"
2023-09-29,Bungoma West District,Unknown,566.6712633051111,Dry/Cold Season(July-August),Grasshoppers,Unknown,Laterite Soil,Unknown,"(Decimal('71.4816605'), Decimal('51.048126'))"
2022-03-24,Nyandarua Central District,Unknown,374.5993803074606,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Entire Area,"(Decimal('-30.333654'), Decimal('164.674461'))"
2024-04-03,Kangundo District,Pasture and Grasslands,938.7681654287375,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Unknown,Laterite Soil,Entire Area,"(Decimal('24.603828'), Decimal('-145.821043'))"
2022-04-12,Mandera West District,Unknown,64.60334891339001,Dry/Cold Season(July-August),Unknown,Eggs(Breeding Ground),Unknown,Paddock Only,"(Decimal('18.872974'), Decimal('-100.982827'))"
2022-02-18,Kilifi District,Pasture and Grasslands,148.12113912845396,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Adults,Loose Sandy Soil,Unknown,"(Decimal('-59.319968'), Decimal('-5.015448'))"
2020-09-06,Kwanza District,Pasture and Grasslands,439.44989758699535,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Loam Soil,Unknown,"(Decimal('-24.3042045'), Decimal('-64.127986'))"
2020-07-13,Lamu District,Pasture and Grasslands,84.79766096777867,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Adults,Peat Soil,Entire Field,"(Decimal('64.920442'), Decimal('-22.222159'))"
2022-05-10,Yatta District,Unknown,597.9466516245881,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Unknown,Laterite Soil,Unknown,"(Decimal('22.546460'), Decimal('-61.334822'))"
2022-09-24,Kajiado South District,Unknown,435.1764045039772,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('-70.177767'), Decimal('78.772952'))"
2020-02-02,Rarieda District,Staple Crops,326.1286496333466,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Peat Soil,Paddock Only,"(Decimal('-7.0745085'), Decimal('-88.094680'))"
2021-10-08,Mukurweini District,Pasture and Grasslands,260.5485280769871,Dry/Hot Season(January-March),Grasshoppers,Fledglings(Young Adults),Loose Sandy Soil,Paddock Only,"(Decimal('-39.2571805'), Decimal('1.628651'))"
2021-01-05,Keiyo District,Fruit Orchards,504.6745888604272,Short Rains/Wet Season(April-June),Spur Throated Locusts,Eggs(Breeding Ground),Alluvial Soil,Unknown,"(Decimal('45.018250'), Decimal('21.797314'))"
2020-04-26,Muranga East District,Staple Crops,564.6374730995393,Dry/Cold Season(July-August),Grasshoppers,Adults,Peat Soil,Entire Field,"(Decimal('-16.601063'), Decimal('-21.167587'))"
2023-12-26,Koibatek District,Staple Crops,897.8318629654893,Short Rains/Wet Season(April-June),Grasshoppers,Unknown,Laterite Soil,Entire Area,"(Decimal('-7.445623'), Decimal('-153.836777'))"
2021-08-05,Mutomo District,Pasture and Grasslands,97.6053432611212,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Adults,Laterite Soil,Unknown,"(Decimal('8.0040675'), Decimal('-59.481269'))"
2021-01-10,Kakamega East District,Vegetable Crops,283.91462808352736,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Loam Soil,Unknown,"(Decimal('58.780452'), Decimal('-174.821243'))"
2024-02-01,Nyamira North District,Pasture and Grasslands,465.75634656938183,Dry/Warm Season(September-October),Grasshoppers,Adults,Clay Soil,Entire Field,"(Decimal('-9.2473525'), Decimal('-150.465872'))"
2022-02-04,Teso South District,Staple Crops,263.2212931715642,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Hoppers/Nymph(Breeding Ground),Alluvial Soil,Entire Area,"(Decimal('60.689965'), Decimal('43.798060'))"
2023-02-27,Nandi East District,Vegetable Crops,779.956713228228,Dry/Hot Season(January-March),Grasshoppers,Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('-83.0358825'), Decimal('103.155413'))"
2020-04-28,Eldoret West District,Pasture and Grasslands,978.9206905172832,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Adults,Laterite Soil,Entire Field,"(Decimal('-31.0536155'), Decimal('-114.163903'))"
2020-05-11,Mbeere North District,Staple Crops,691.6392992897333,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('-37.020890'), Decimal('-23.333607'))"
2021-03-31,Ruiru District,Unknown,983.8062070936782,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Area,"(Decimal('26.550279'), Decimal('164.967021'))"
2020-12-03,Kakamega North District,Pasture and Grasslands,710.6934847044264,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Alluvial Soil,Entire Area,"(Decimal('-81.997255'), Decimal('-100.221693'))"
2020-10-03,Tigania West District,Staple Crops,574.6434035645531,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Unknown,Unknown,Entire Area,"(Decimal('78.380649'), Decimal('46.969238'))"
